"행정구역","2023년02월_총인구수","2023년02월_세대수","2023년02월_세대당 인구","2023년02월_남자 인구수","2023년02월_여자 인구수","2023년02월_남여 비율"
"광주광역시 서구 상무1동(2914075100)","24,249","12,222","          1.98","12,142","12,107","          1.00"
"광주광역시 서구 상무2동(2914075200)","22,928","12,947","          1.77","11,139","11,789","          0.94"
"광주광역시 서구 화정1동(2914076000)","15,655","8,656","          1.81","7,474","8,181","          0.91"
"광주광역시 서구 화정2동(2914077000)","19,968","7,902","          2.53","10,005","9,963","          1.00"
"광주광역시 서구 화정3동(2914078000)","9,508","4,490","          2.12","4,623","4,885","          0.95"
"광주광역시 서구 화정4동(2914079000)","19,189","8,083","          2.37","9,263","9,926","          0.93"
"광주광역시 서구 서창동(2914080000)","5,675","2,651","          2.14","2,955","2,720","          1.09"
"광주광역시 서구 금호1동(2914082100)","19,922","8,963","          2.22","9,473","10,449","          0.91"
"광주광역시 서구 금호2동(2914082400)","27,437","10,477","          2.62","13,420","14,017","          0.96"
"광주광역시 서구 풍암동(2914083000)","35,462","15,112","          2.35","17,441","18,021","          0.97"
"광주광역시 서구 동천동(2914084000)","15,785","6,361","          2.48","7,495","8,290","          0.90"
"광주광역시 남구 (2915500000)","211,907","95,795","          2.21","101,635","110,272","          0.92"
"광주광역시 남구 양림동(2915551000)","6,733","3,110","          2.16","3,024","3,709","          0.82"
"광주광역시 남구 방림1동(2915552000)","6,651","3,009","          2.21","3,168","3,483","          0.91"
"광주광역시 남구 방림2동(2915553000)","8,473","3,975","          2.13","4,037","4,436","          0.91"
"광주광역시 남구 봉선1동(2915553700)","12,939","6,500","          1.99","6,047","6,892","          0.88"
"광주광역시 남구 봉선2동(2915553800)","28,066","9,830","          2.86","13,079","14,987","          0.87"
"광주광역시 남구 사직동(2915554500)","4,884","2,851","          1.71","2,530","2,354","          1.07"
"광주광역시 남구 월산동(2915560500)","8,773","4,541","          1.93","4,446","4,327","          1.03"
"광주광역시 남구 월산4동(2915563000)","8,295","4,769","          1.74","4,257","4,038","          1.05"
"광주광역시 남구 월산5동(2915564000)","6,176","3,501","          1.76","3,073","3,103","          0.99"
"광주광역시 남구 백운1동(2915567000)","11,899","5,171","          2.30","5,590","6,309","          0.89"
"광주광역시 남구 백운2동(2915568000)","6,253","3,304","          1.89","3,077","3,176","          0.97"
"광주광역시 남구 주월1동(2915569000)","21,429","9,599","          2.23","10,381","11,048","          0.94"
"광주광역시 남구 주월2동(2915570000)","7,750","3,976","          1.95","3,840","3,910","          0.98"
"광주광역시 남구 진월동(2915570500)","28,452","11,398","          2.50","13,258","15,194","          0.87"
"광주광역시 남구 효덕동(2915571000)","15,738","7,528","          2.09","7,532","8,206","          0.92"
"광주광역시 남구 송암동(2915572000)","21,211","8,617","          2.46","10,251","10,960","          0.94"
"광주광역시 남구 대촌동(2915573000)","8,185","4,116","          1.99","4,045","4,140","          0.98"
"광주광역시 북구 (2917000000)","424,013","198,320","          2.14","209,973","214,040","          0.98"
"광주광역시 북구 중흥1동(2917051000)","4,524","2,868","          1.58","2,348","2,176","          1.08"
"광주광역시 북구 중흥2동(2917052000)","8,399","4,404","          1.91","4,262","4,137","          1.03"
"광주광역시 북구 중흥3동(2917053000)","6,552","3,664","          1.79","3,367","3,185","          1.06"
"광주광역시 북구 중앙동(2917055500)","3,941","2,285","          1.72","2,071","1,870","          1.11"
"광주광역시 북구 임동(2917057000)","9,149","4,603","          1.99","4,490","4,659","          0.96"
"광주광역시 북구 신안동(2917058000)","12,487","7,477","          1.67","6,584","5,903","          1.12"
"광주광역시 북구 용봉동(2917059000)","37,615","17,927","          2.10","18,681","18,934","          0.99"
"광주광역시 북구 운암1동(2917060100)","18,806","7,405","          2.54","9,069","9,737","          0.93"
"광주광역시 북구 운암2동(2917060200)","11,435","5,984","          1.91","5,818","5,617","          1.04"
"광주광역시 북구 운암3동(2917060300)","13,344","5,456","          2.45","6,378","6,966","          0.92"
"광주광역시 북구 동림동(2917061500)","22,769","9,894","          2.30","11,154","11,615","          0.96"
"광주광역시 북구 우산동(2917062000)","15,087","7,503","          2.01","7,378","7,709","          0.96"
"광주광역시 북구 풍향동(2917063500)","5,405","2,683","          2.01","2,690","2,715","          0.99"
"광주광역시 북구 문화동(2917065000)","20,131","9,604","          2.10","9,862","10,269","          0.96"
"광주광역시 북구 문흥1동(2917065600)","15,290","6,396","          2.39","7,431","7,859","          0.95"
"광주광역시 북구 문흥2동(2917065700)","15,177","7,375","          2.06","7,212","7,965","          0.91"
"광주광역시 북구 두암1동(2917066100)","7,405","3,947","          1.88","3,643","3,762","          0.97"
"광주광역시 북구 두암2동(2917066200)","15,430","7,608","          2.03","7,605","7,825","          0.97"
"광주광역시 북구 두암3동(2917066300)","12,778","7,653","          1.67","6,107","6,671","          0.92"
"광주광역시 북구 삼각동(2917066600)","13,590","5,994","          2.27","7,003","6,587","          1.06"
"광주광역시 북구 일곡동(2917066900)","28,744","11,470","          2.51","14,008","14,736","          0.95"
"광주광역시 북구 매곡동(2917067300)","13,530","5,498","          2.46","6,608","6,922","          0.95"
"광주광역시 북구 오치1동(2917067600)","10,400","5,388","          1.93","5,302","5,098","          1.04"
"광주광역시 북구 오치2동(2917067700)","11,949","6,866","          1.74","5,833","6,116","          0.95"
"광주광역시 북구 석곡동(2917068500)","2,387","1,335","          1.79","1,223","1,164","          1.05"
"광주광역시 북구 건국동(2917069500)","21,726","8,986","          2.42","10,956","10,770","          1.02"
"광주광역시 북구 양산동(2917069600)","36,815","16,258","          2.26","18,487","18,328","          1.01"
"광주광역시 북구 신용동(2917069700)","29,148","11,789","          2.47","14,403","14,745","          0.98"
"광주광역시 광산구 (2920000000)","399,669","170,895","          2.34","201,554","198,115","          1.02"
"광주광역시 광산구 송정1동(2920051500)","10,538","4,789","          2.20","5,363","5,175","          1.04"
"광주광역시 광산구 송정2동(2920052500)","6,334","3,440","          1.84","3,125","3,209","          0.97"
"광주광역시 광산구 도산동(2920054000)","14,792","6,630","          2.23","7,487","7,305","          1.02"
"광주광역시 광산구 신흥동(2920055000)","4,428","2,018","          2.19","2,243","2,185","          1.03"
"광주광역시 광산구 어룡동(2920056500)","33,270","14,315","          2.32","17,058","16,212","          1.05"
"광주광역시 광산구 우산동(2920058000)","29,408","14,990","          1.96","14,968","14,440","          1.04"
"광주광역시 광산구 월곡1동(2920060000)","10,277","4,786","          2.15","5,229","5,048","          1.04"
"광주광역시 광산구 월곡2동(2920061000)","14,805","6,361","          2.33","7,416","7,389","          1.00"
"광주광역시 광산구 비아동(2920062000)","7,492","3,514","          2.13","3,944","3,548","          1.11"
"광주광역시 광산구 첨단1동(2920062400)","27,178","10,717","          2.54","13,539","13,639","          0.99"
"광주광역시 광산구 첨단2동(2920062600)","42,365","18,693","          2.27","21,357","21,008","          1.02"
"광주광역시 광산구 신가동(2920063000)","19,407","7,425","          2.61","9,843","9,564","          1.03"
"광주광역시 광산구 운남동(2920063500)","29,932","12,241","          2.45","14,586","15,346","          0.95"
"광주광역시 광산구 수완동(2920063700)","75,834","28,278","          2.68","37,371","38,463","          0.97"
"광주광역시 광산구 하남동(2920064000)","26,705","11,171","          2.39","13,809","12,896","          1.07"
"광주광역시 광산구 임곡동(2920065000)","2,033","1,244","          1.63","1,059","974","          1.09"
"광주광역시 광산구 동곡동(2920066000)","1,753","995","          1.76","921","832","          1.11"
"광주광역시 광산구 평동(2920067000)","4,902","2,986","          1.64","2,723","2,179","          1.25"
"광주광역시 광산구 삼도동(2920068000)","2,140","1,314","          1.63","1,110","1,030","          1.08"
"광주광역시 광산구 본량동(2920069000)","1,930","1,179","          1.64","973","957","          1.02"
"광주광역시 광산구 신창동(2920070000)","34,146","13,809","          2.47","17,430","16,716","          1.04"
"대전광역시  (3000000000)","1,445,875","675,760","          2.14","721,195","724,680","          1.00"
"대전광역시 동구 (3011000000)","219,610","108,829","          2.02","110,614","108,996","          1.01"
"대전광역시 동구 중앙동(3011051500)","4,096","2,881","          1.42","2,324","1,772","          1.31"
"대전광역시 동구 효동(3011053000)","23,571","9,264","          2.54","11,531","12,040","          0.96"
"대전광역시 동구 신인동(3011054500)","15,280","6,943","          2.20","7,498","7,782","          0.96"
"대전광역시 동구 판암1동(3011055100)","12,079","5,913","          2.04","5,866","6,213","          0.94"
"대전광역시 동구 판암2동(3011055200)","8,130","5,154","          1.58","3,946","4,184","          0.94"
"대전광역시 동구 용운동(3011056000)","21,455","10,236","          2.10","10,804","10,651","          1.01"
"대전광역시 동구 대동(3011058500)","14,189","6,145","          2.31","7,101","7,088","          1.00"
"대전광역시 동구 자양동(3011059000)","10,874","6,853","          1.59","5,807","5,067","          1.15"
"대전광역시 동구 가양1동(3011062000)","13,061","6,898","          1.89","6,808","6,253","          1.09"
"대전광역시 동구 가양2동(3011063000)","18,691","9,412","          1.99","9,351","9,340","          1.00"
"대전광역시 동구 용전동(3011064000)","20,238","11,698","          1.73","10,380","9,858","          1.05"
"대전광역시 동구 성남동(3011066500)","11,173","5,327","          2.10","5,532","5,641","          0.98"
"대전광역시 동구 홍도동(3011067000)","11,013","5,968","          1.85","5,609","5,404","          1.04"
"대전광역시 동구 삼성동(3011069500)","13,528","6,505","          2.08","6,863","6,665","          1.03"
"대전광역시 동구 대청동(3011072500)","2,319","1,228","          1.89","1,210","1,109","          1.09"
"대전광역시 동구 산내동(3011074000)","19,913","8,404","          2.37","9,984","9,929","          1.01"
